No.,Tanggal,Nama Kabupaten,Nama Kecamatan,Nama Desa,Detail Lokasi,Jenis Bencana,Penyebab/Kronologis,Korban,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kerusakan,,,,,,,,,,,,,,,,,Distribusi Air Bersih (Liter),Foto,Kode Identitas Bencana,,,,,,,,,,,,
,,,,,,,,Meninggal (jiwa),,,,,,,,,Total,Hilang (jiwa),,,,,,,,,Total,Luka/Sakit (jiwa),,,,,,,,,Total,Menderita (KK),Menderita (jiwa),,,,,,,,,Total,Mengungsi (KK),Mengungsi (jiwa),,,,,,,,,Total,Rumah RB (unit),Rumah RS (unit),Rumah RR (unit),Rumah Terendam (unit),Taksiran Kerugian (Rp),Sarana Pendidikan (unit),Sarana Ibadah (unit),Sarana Kesehatan (unit),Perkantoran (unit),Bangunan lain (unit),Jembatan (unit),Jalan (km),Sawah (ha),Kebun/Lahan/hutan (ha),Kolam (ha),Irigasi (ha),TMA (Tinggi Muka Air),,,,,,,,,,,,,,,
,,,,,,,,Anak,,,Dewasa,,,Lansia,,,,Anak,,,Dewasa,,,Lansia,,,,LB,,,LR,,,Lansia,,,,,Anak,,,Dewasa,,,Lansia,,,,,Anak,,,Dewasa,,,Lansia,,,,,,,,,,,,,,,,,,,,,,,Provinsi,Kabupaten,Kecamatan,Bencana,Waktu Kejadian,Index,,,,,,,
,,,,,,,,L,P,Tot,L,P,Tot,L,P,Tot,,L,P,Tot,L,P,Tot,L,P,Tot,,L,P,Tot,L,P,Tot,L,P,Tot,,,L,P,Tot,L,P,Tot,L,P,Tot,,,L,P,Tot,L,P,Tot,L,P,Tot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulan Januari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,0,,,0,,,0,,,,0,,,0,,,0,,,,0,,,0,,,0,,,,,0,,,0,,,0,,,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,01/07/2024,,Cimenyan,Mandalamekar,Kp. Cibanteng 02/11,Longsor,Hujan Deras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240107,2,,,,,,,
,01/07/2024,,Pangalengan,Pangalengan,Kp. Cisurilli 01/12,Longsor,Luapan Sungai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,7,5,12,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240107,3,,,,,,,
,,,,,Kp. Legok Kondang,Longsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240107,4,,,,,,,
,01/08/2024,,Pasirjambu,Cisondari,Kp. Ciaul 03/20,Longsor,Hujan Deras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240108,1,1,,,,,,
,01/10/2024,,Pasirjambu,Cibodas,Kp. Cigiri 1/7,Longsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240110,1,1,,,,,,
,01/11/2024,,Ciwidey,Nengkelan,Kp. Nengkelan 01/01,Longsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240111,1,1,,,,,,
,01/11/2024,,Cangkuang,Bandasari,Kp. Bandasari 02/15,Longsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240111,2,,,,,,,
,01/11/2024,,Pacet,Cikawao,Kp. Cikawao 01/10,Longsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240111,3,,,,,,,
,,,,,Kp. Katulampa 03/05,Longsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240111,4,,,,,,,
,01/12/2024,,Rancabali,Sukaresmi,Kp. Sukamandi,Longsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240112,1,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,01/14/2024,,Ibun,Cibeet,Kp. Irgak Gede,Longsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240114,1,1,,,,,,
,01/18/2024,,Kutawaringin,Buninagara,Kp. Bobojong 04/11,Longsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,2,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240118,1,1,,,,,,
,01/20/2024,,Pangalengan,Warnasari,Kp. Cipangisikan 02/17,Longsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,32,04,,102,20240120,1,1,,,,,,
,,,,Warnasari,Kp. Warnasari 02/04,Longsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240120,2,,,,,,,
,01/25/2024,,Pasirjambu,Cisondari,Kp. Ciaul 03/20,Longsor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,102,20240125,1,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,01/05/2024,,Cicalengka,,Perlintasan Sebidang KA,Gagal Teknologi,,,,,4,,4,,,,4,,,,,,,,,,,,,,16,11,27,,,,27,,,,,20,11,31,,,,31,,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,32,04,,203,20240105,1,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,01/03/2024,,Ibun,Ibun,Kp. Paseh 03/02,Kebakaran,Arus Pendek Listrik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,32,04,,202,20240103,1,1,,,,,,
,01/04/2024,,Ciparay,Mekarsari,Kp. Cieuri 03/02,Rumah Roboh,Hujan Deras dan Angin Kencang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,2,,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,32,04,,401,20240104,1,1,,,,,,
,01/05/2024,,Paseh,Cijagra,Kp. Curug Dedes 04/09,Rumah Roboh,"Rumah Sudah Tua, Lapuk, dan Hujan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,401,20240105,1,1,,,,,,
,01/05/2024,,Pameungpeuk,Langonsari,Kp. Cinagreg 03/15,Rumah Roboh,"Rumah Sudah Tua, Lapuk, dan Hujan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,1,2,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,401,20240105,2,,,,,,,
,01/06/2024,,Banjaran,Tarajusari,Kp. Cipaku 02/03,Rumah Tergerus,"Setiap sungai meluap selalu terendam, lalu lapuk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,5,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,401,20240106,1,1,,,,,,
,01/07/2024,,Pangalengan,Margamulya,Kp. Tugumulya 04/01 Kantor Desa Margamulya,TPT Roboh,Hujan Deras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,402,20240107,1,1,,,,,,
,01/07/2024,,Paseh,Tangsimekar,Kp. Rancakendal 01/06,Madrasah Roboh,Hujan Deras dan Angin Kencang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,401,20240107,1,1,,,,,,
,01/12/2024,,Rancaekek,Jelegong,Kmp. Rancaekek Permai II D 16 No 12 03/23,Rumah Roboh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,401,20240112,1,1,,,,,,
,01/13/2024,,Dayeuhkolot,Cangkuang Wetan,03/01 Kp. Cibedug Hilir,Rumah Roboh,Luapan Sungai Citarum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,401,20240113,1,1,,,,,,
,01/16/2024,,Cimaung,Pasirhuni,02/06 Kp. Kebon Tunggul,Rumah Roboh,Hujan dan Angin Kencang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,401,20240116,1,1,,,,,,
,01/16/2024,,Paseh,Drawati,,Erosi Lahan Pematang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,404,20240116,1,1,,,,,,
,01/19/2024,,Pacet,Pangauban,Kp. Urug 03/11,Rumah Roboh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,401,20240124,1,1,,,,,,
,01/19/2024,,Rancabali,Sukaresmi,,Pohon Tumbang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,403,20240119,1,1,,,,,,
,,,,Patengan,,Pohon Tumbang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,403,20240119,2,,,,,,,
,,,,Indragiri,,Pohon Tumbang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,403,20240119,3,,1,,,,,
,01/23/2024,,Ciparay,Cikoneng,Kp. Kukun 3 02/16,Rumah Roboh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,401,20240123,1,1,Banjir,4,,,Gagal Teknologi,1
,01/19/2024,,Katapang,Sukamukti,Kp. Landean Girang 03/13,Rumah Roboh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,401,20240119,1,1,Longsor,9,,,,
,01/27/2024,,Kutawaringin,Buninagara,Kp. Campaka 02/03,Rumah Roboh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,401,20240127,1,1,Cuaca Ekstrem,1,,,Lainnya,
,01/27/2024,,Ciparay,Ciparay,Kp. Hujung 04/02,TPT Roboh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,402,20240127,1,1,,,,,Kebakaran Rumah,2
,01/30/2024,,Baleendah,Baleendah,Kp. Cikarees 03/23,Orang Tenggelam,,,1,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,2,,2,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,04,,404,20240130,1,1,,,,,Rumah Roboh,11
,01/31/2024,,Baleendah,Jelekong,05/07 Kp. Sartembong,UPTD DLH Terbakar,Sementara diduga akibat konsleting listrik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,32,04,,202,20240131,1,1,,,,,TPT Jebol/Roboh,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pohon Tumbang ,1
,JUMLAH,,,,,,,0,1,1,4,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,16,11,27,0,0,0,27,19490,25,23,48,27,15,42,0,0,0,61117,534,0,0,115,0,0,0,0,0,63,1873,0,4,13,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,Lainnya,2
Bulan Februrari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,02/01/2024,,Solokanjeruk,Panyadap,01&02 / 18 Kp. Bojong Keusik,Banjir,Tanggul Jebol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,600,,,,,,,,,,,,,,,200,,,,,,,,,,,,,70-90 cm,,,,,,101,20240201,1,1,,,,,,
,,,Rancaekek,Haurpugur,"01,02,03 / 05",Banjir,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,,,,,,615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,20240201,2,,,,,,,
,,,Ciwidey,Lebakmuncang,02/13 Kp. Pasirkemir,Banjir,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,101,20240201,3,,,,,,,
,,,Nagreg,Citaman,Kp. Gempol,Banjir,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,20240201,4,,,,,,,
,02/04/2024,,Pangalengan,Pangalengan,04/05 Kp. Sidamukti,Banjir,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,15,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,101,20240204,1,1,,,,,,
,02/10/2024,,Margahayu,Sayati,Komplek Sukamenak Indah Blok H 49,Banjir,"Tanggul Jebol pada rumah tersebut dan berdampak pada rw 01, 04, dan 13",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-50 cm,,,,,,101,20240210,1,1,,,,,,
,02/16/2024,,Pameungpeuk,Bojongmanggu,"rw 08 & 09, Kp. Cikupa",Banjir,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30-49 cm,,,,,,101,20240216,1,1,,,,,,
,,,Banjaran,Tarajusari,02/03 Kp. Cipaku,Banjir,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,45,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,101,20240216,2,,,,,,,
,,,,,02/07 Kp. Babakan,Banjir,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,30,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,101,20240216,3,,,,,,,
,02/17/2024,,Daeyuhkolot,Pasawahan,rw 03 Kp. Palasari Jalan Cisirung,Banjir,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20-50 cm,,,,,,101,20240217,1,1,,,,,,
,02/18/2024,,Dayeuhkolot,Dayeuhkolot,rw1,Banjir,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,4,,,9,,,9,22,12,,,4,,,9,,,9,22,,,,,,,,,,,,,,,,,10-70 cm,,,,,,101,20240218,1,1,,,,,,
,,,,,rw2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,20240218,2,,,,,,,
,,,,,rw3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,20240218,3,,,,,,,
,,,,,rw4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,20240218,4,,,,,,,
,,,,,rw5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,20240218,5,,,,,,,
,,,,,rw14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,20240218,6,,,,,,,
,,,Bojongsoang,Bojongsoang,Jl. Cijagra - Cigebar,Banjir,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10-100 cm,,,,,,101,20240218,7,,,,,,,
,02/21/2024,,Margahayu,Sayati,"04,05/05 gg Sawargi Jl. Pasar Lama",Banjir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-100 cm,,,,,,101,20240221,1,1,,,,,,
,02/22/2024,,Majalaya,Sukamaju,"1,2,3,4&5/9 Kp. Ciwalengke",Banjir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,10,,,,,,4,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,20240222,1,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,02/01/2024,,Ciwidey,Lebakmuncang,01/15 Kp. Waluri,Longsor,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,20240201,1,1,,,,,,
,,,Paseh,Sukamantri,,Longsor,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,20240201,2,,,,,,,
,02/03/2024,,Pasirjambu,Cisondari,01/06 Kp. Talaga,Longsor,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,20240203,1,1,,,,,,
,02/06/2024,,Ciwidey,Rawabogo,03/05 Kp. Legok Pari,Longsor,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,20240206,1,1,,,,,,
,02/10/2024,,Kertasari,Resmi Tingal,02/06 Kp. Kiara Janggot,Longsor,Hujan Besar disertai angin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,102,20240210,1,1,,,,,,
,,,Cicalengka,Tanjungwangi,03/08 Kp. Ciawitali,Longsor,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,20240210,2,,,,,,,
,,,Pasirjambu,Margamulya,02/15 Kp. Pamekaran,Longsor,Hujan Lebat pada wilayah Kabupaten Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,20240210,3,,,,,,,
,02/16/2024,,Arjasari,Lebakwangi,02/03 Kp. Pasirjati,Longsor,Resapan Air Hujan yang sangat deras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,2,2,1,3,,,,5,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,102,20240216,1,1,,,,,,
,02/17/2024,,Cimenyan,Padasuka,04/09 Kp. Pasir Gunting,Longsor,Hujan Besar disertai angin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,20240217,1,1,,,,,,
,,,Cimenyan,Mandala Mekar,Kompel UNISBA 3,Longsor,Hujan Besar disertai angin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,20240217,2,,,,,,,
,02/25/2024,,Cileunyi,Cileunyi Wetan,02/20 Kp. Cibesi,Longsor,Tanah Amblas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,20240225,1,1,,,,,,
,02/28/2024,,Cicalengka,Tanjungwangi,01/09 Kp. Cibuntu,Longsor,Hujan Deras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,102,20240224,1,1,,,,,,
,02/29/2024,,Pacet,Mandalahaji,01/01 Kp. Salakaso,Longsor,Debit air meningkat menggerus bantaran sungai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,20240229,1,1,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,02/21/2024,,Cicalengka,Panenjoan,rw2,Angin Kencang,Angin Puting Beliung/Tornado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,,,,,,,,,,451,,,,,,,,,,,,30,16,69,,,,,,,,,,,,,,,,,,,,104,20240221,1,,,,,,,
,,,,,rw3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,20240221,2,,,,,,,
,02/21/2024,,Rancaekek,Nanjung Mekar,rw4,Angin Kencang,Angin Puting Beliung/Tornado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,,,1342,,,,,,,,,,,,136,161,73,,,,3,,,,,,,,,,,,,,,,104,20240221,3,1,,,,,,
,,,,,rw5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,20240221,4,,,,,,,
,,,,,rw6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,20240221,5,,,,,,,
